EnsemblID	GeneName	KO_L_G-WT_L_G_log2FC	KO_L_G-WT_L_G_padj	KO_L_M_G-WT_L_M_G_log2FC	KO_L_M_G-WT_L_M_G_padj	KO_L_M-WT_L_M_log2FC	KO_L_M-WT_L_M_padj	KO_L-WT_L_log2FC	KO_L-WT_L_padj
ENSMUSG00000026039.9	Sgo2a	0.0755471194235796	0.875824920094368	0.158992901740493	0.747682705052945	0.0435645006509647	0.955451272930797	-0.0459872293222219	0.932780487813566
ENSMUSG00000026042.16	Col5a2	0.2682594240019	0.841402899159593	1	1	1	1	1.28576353022826	0.00867832460163318
ENSMUSG00000026043.18	Col3a1	1.65230161454653	0.00993231343309647	1	1	1	1	2.30624261841924	0.00294352681089553
ENSMUSG00000026047.13	Poglut2	0.140117221719681	0.742259291934275	0.0462117263992692	0.961046672418542	0.00731320943377234	0.995499112413957	0.058260882259331	0.894152366156285
ENSMUSG00000026048.16	Ercc5	0.163546241586344	0.607556359777183	0.200201267907819	0.606730776300502	0.142648803654982	0.788809160263679	0.123389432599618	0.710887819645793
ENSMUSG00000026049.11	Tex30	0.166021823395977	0.757926992058612	0.27864279404583	0.711301226715859	0.403396028454269	0.573207581289521	0.141056104216296	0.775447548091271
ENSMUSG00000026058.11	Khdrbs2	-2.13577292145672	0.403414268699899	0.275260774956937	0.841471620542366	1	1	1	1
ENSMUSG00000026064.16	Ptp4a1	1	1	1	1	0.121840972087325	0.921597544538771	0.160105407761097	0.847806026950209
ENSMUSG00000026074.15	Map4k4	0.136329151894086	0.577569132487027	0.025491927039395	0.96348271819456	0.0900640686640326	0.848911757900978	0.113573352614077	0.687824412987732
ENSMUSG00000026077.15	Npas2	-0.157529225772017	0.916397304899971	0.34719770572932	0.788493373053646	1	1	1	1
ENSMUSG00000026078.10	Pdcl3	0.0691922145352173	0.851183404814588	0.1534947118001	0.793550902080614	-0.0789330311074599	0.932439402432283	-0.0510728325033544	0.908026751620613
ENSMUSG00000026080.13	Chst10	0.0892297250137758	0.904697119994754	0.158838069187243	0.853919572038796	0.371344039506176	0.705947467518246	0.181315923270288	0.78766972936623
ENSMUSG00000026082.11	Rev1	-0.0784569035411243	0.859336235126484	-0.0379440417182915	0.949628815965306	-0.155400308120735	0.738687230018641	-0.216611467709985	0.393393874516481
ENSMUSG00000026083.12	Eif5b	-0.471615450235455	0.257333810768975	-0.357593141093364	0.416778150146951	-0.57159667624621	0.278657701830619	-0.611435837237647	0.16056345998432
ENSMUSG00000026087.11	Mrpl30	0.161845957116085	0.627233355194099	0.00887551937143429	0.988986914100818	-0.0826963703838498	0.925479649346729	0.0725052680941076	0.823707582048219
ENSMUSG00000026088.15	Mitd1	0.190377681461209	0.557152284173171	0.0908803112029545	0.883941394883104	-0.0599914724009463	0.954115034233558	0.123887370451019	0.775203547347268
ENSMUSG00000026090.16	2010300C02Rik	-1.05954025243353	0.303871690253278	-0.497568926912201	0.676881720174186	1	1	1	1
ENSMUSG00000026094.14	Stk17b	0.30127627897837	0.415973551211146	0.328077806179293	0.50384305116443	0.324980380270816	0.564854826165433	0.284462876758884	0.42605770528008
ENSMUSG00000026095.15	Asnsd1	1	1	1	1	1.12338819900786	0.249533061550312	0.300967695593799	0.439688600243745
ENSMUSG00000026096.14	Osgepl1	0.171550738122384	0.766998003799891	0.261309491318508	0.786335364757998	0.185149010262354	0.861690796849911	0.0845542824043406	0.851864027245177
ENSMUSG00000026097.9	Ormdl1	1	1	1	1	0.528261996212061	0.477641773996958	0.395339148299377	0.284625580693347
ENSMUSG00000026098.13	Pms1	0.201405384197749	0.331921758034183	0.256288246113089	0.531256407285057	0.155410858154	0.792723074461716	0.121021399596586	0.722647391836928
ENSMUSG00000026102.9	Inpp1	-0.308947399990326	0.499646912289205	-0.124266231200441	0.885419980964581	-0.288425354908407	0.809232863594054	-0.406349030377337	0.371592722005517
ENSMUSG00000026103.14	Gls	0.201441300147139	0.445156741079349	0.340304045740828	0.194804517288741	0.35694914202341	0.258455490820243	0.113652567780682	0.690795387010176
ENSMUSG00000026104.14	Stat1	0.21771923292128	0.805040544016174	-0.227820833716181	0.874017276185962	-0.0581031781593899	0.973760954989168	-0.0463102782191096	0.952666197591575
ENSMUSG00000026107.11	Nabp1	0.335923853201549	0.275551233570564	0.244245171657942	0.599287998657777	0.165959722074325	0.784382341675547	0.234197666863263	0.481492067277516
ENSMUSG00000026109.14	Tmeff2	-1.50925746697635	0.0837228581845263	-0.447674014562348	0.611358207058834	1	1	1	1
ENSMUSG00000026110.15	Mgat4a	-0.618154644872884	0.0123010143561851	-0.704652399169682	0.00391705134679631	-0.647075459754609	0.0803322843003381	-0.390613819224523	0.202104413568523
ENSMUSG00000026111.15	Unc50	0.344921323892705	0.320910413870172	0.223381370470768	0.68386521319651	0.257934227040895	0.799344539773792	0.421562298254309	0.195522547884338
ENSMUSG00000026112.7	Coa5	0.137172464412016	0.705281227831769	0.050284382748048	0.934191995819066	0.0129112317805857	0.987713098987499	0.0577922164105861	0.886033627870866
ENSMUSG00000026113.17	Inpp4a	-0.11351448436448	0.874621155016701	-0.0816029323500384	0.935821654418775	0.13150706835014	0.932471826507573	-0.0618933363229685	0.934703576711478
ENSMUSG00000026114.14	Cnga3	0.154437323820353	0.88811239836964	-0.0965637492013517	0.944374735241928	-0.0747875381093169	0.97183970111461	0.512461936746737	0.556108464551327
ENSMUSG00000026116.11	Tmem131	-0.495064985958038	0.04369296889243	-0.478739095667002	0.0814011984732844	-0.549041888664338	0.0265487183504841	-0.604708876288345	0.0075771446398486
ENSMUSG00000026117.10	Zap70	0.540990958762018	0.53133065436601	1	1	1	1	1	1
ENSMUSG00000026121.13	Sema4c	0.796789730226019	0.268411214159719	0.861144874280971	0.440354251027146	0.803899722002706	0.505195664987073	0.773480535111622	0.216351392753599
ENSMUSG00000026123.11	Plekhb2	0.748204502139721	0.222584648110743	0.425567504065677	0.596378606387609	0.777052060897786	0.364447592018811	0.890876348879117	0.102168862503371
ENSMUSG00000026127.13	Imp4	0.0994189876248143	0.774481282291767	-0.0529385959103754	0.93639922316727	-0.118322587933965	0.833588825888676	0.00632864583725223	0.986332365074357
ENSMUSG00000026131.20	Dst	0.063065377108707	0.890801470302946	0.0976120239469431	0.876337643292145	0.0702219886463825	0.923964737160578	-0.0268171689967803	0.956959540750734
ENSMUSG00000026134.11	Prim2	-0.0642900723392287	0.892899278265897	-0.129868843135678	0.854385472850388	-0.222978301815258	0.71949534037024	-0.0143005579090354	0.967649602444787
ENSMUSG00000026135.17	Zfp142	-0.356002982602278	0.143400539070936	-0.144306338685256	0.707244236972015	-0.260236858382781	0.580492095152002	-0.495245252732794	0.0673783741915632
ENSMUSG00000026142.15	Rhbdd1	0.129539385303273	0.840240351241807	0.162439118990523	0.827103777501392	0.223479961486165	0.814199389450091	0.329978980879629	0.509026683361068
ENSMUSG00000026150.14	Mff	0.393672021241492	0.185277120891599	0.349752221025705	0.387452961301556	0.388391585701131	0.465500370322677	0.347021651570448	0.218140646769527
ENSMUSG00000026153.15	Fam135a	0.26973133410116	0.515946590741725	0.271410583071519	0.647237365768692	0.339153571043907	0.646394889530209	0.26023899754301	0.48945207506567
ENSMUSG00000026154.4	Sdhaf4	0.0334158010216186	0.969050830062348	0.165851724040018	0.893787025818248	1	1	-0.202999594769832	0.770280417676672
ENSMUSG00000026155.13	Smap1	-0.032595408818268	0.949460142792377	0.190659136155726	0.782849889104606	-0.0101647176170285	0.993546892848932	-0.186794594576055	0.639891073431186
ENSMUSG00000026158.11	Ogfrl1	0.200269555337925	0.816424410993708	0.786752702849145	0.525081531263859	0.617141291479425	0.688068747116454	0.0616488761815851	0.947902769050075
ENSMUSG00000026159.13	Agfg1	-0.0799973815201168	0.801922940322714	-0.103793973015885	0.85129127009249	-0.0304802051665263	0.965454309255986	-0.117866167319702	0.664878439701386
ENSMUSG00000026162.7	Nhej1	-0.159218587494154	0.773878000093381	-0.120064549847059	0.881616094438651	0.585633666185418	0.809232863594054	0.685935219291584	0.279425680077737
ENSMUSG00000026171.12	Rnf25	0.11639385257494	0.815475778750334	-0.0539508470017453	0.940502075989205	-0.0832238579122355	0.925978821241342	0.0620446551675964	0.905464013009705
ENSMUSG00000026172.12	Bcs1l	0.436146963995262	0.173090623348947	0.451967150394275	0.518760613658167	0.480417598497876	0.531647651782064	0.418633948863539	0.204814511641692
ENSMUSG00000026174.9	Cnot9	0.0088204320821724	0.980891591375408	0.0817048238615795	0.857289297637864	0.0864163906233252	0.881287712806794	-0.0784688828894156	0.776232296131273
ENSMUSG00000026176.13	Ctdsp1	0.176225795450625	0.799916195310382	0.406092083291935	0.599287998657777	0.386040999886888	0.714775725619497	0.0551057080133563	0.94146471086127
ENSMUSG00000026179.14	Pnkd	0.0182106940498158	0.976008142307606	-0.164377172648315	0.81521488891604	0.028828957183033	0.982323283438838	0.162778040660599	0.708788409141149
ENSMUSG00000026181.13	Ppm1f	0.247230854673047	0.357332113960129	-0.0114442402325653	0.979492738241489	-0.0789892359944722	0.889105768380324	0.258579227556052	0.288506220824713
ENSMUSG00000026185.8	Igfbp5	2.77800741563104	3.9689971270759e-16	1	1	1	1	3.02365494825111	1.63891590377681e-14
ENSMUSG00000026187.9	Xrcc5	-0.263964454375898	0.18578297031541	-0.323459898879599	0.212680554905182	-0.286806596803162	0.396500885383582	-0.303741701930305	0.316919808283653
ENSMUSG00000026189.13	Pecr	-0.068081869417498	0.891016619571321	0.116919753979334	0.878611141213265	0.301661350977536	0.814644895460728	-0.184859988270667	0.694554531486913
ENSMUSG00000026192.13	Atic	-0.0380498988247302	0.921529059133294	-0.0627558791041839	0.897490219727842	-0.127072535082032	0.808263282128331	-0.13589443078185	0.674176987535749
ENSMUSG00000026193.15	Fn1	0.0893547943616928	0.827270501148085	-0.0256257910811982	0.961046672418542	-0.0410784889718705	0.947703016019691	0.0124766962528873	0.982088691097506
ENSMUSG00000026196.7	Bard1	-0.228191528698925	0.495438842719196	-0.170390395499371	0.727489681657906	-0.193653281340413	0.717130396631882	-0.332948570831618	0.14661654674928
ENSMUSG00000026197.12	Zfand2b	0.406884163785782	0.540541657245487	0.0490925629443204	0.976235772633198	-0.0754616411128144	0.968776942103461	0.311251382014509	0.591909923488753
ENSMUSG00000026198.15	Abcb6	1	1	1	1	0.223636899183171	0.882120726673081	0.171906919676811	0.837325995706771
ENSMUSG00000026199.17	Ankzf1	-0.11379668219233	0.74081440247294	0.0975380837756967	0.89006191227592	0.0769308470949353	0.931980744693235	-0.195901633996288	0.541666789552573
ENSMUSG00000026200.13	Glb1l	-0.237946174587951	0.701324188140944	-0.287162885335832	0.712613609912999	-0.313706038211905	0.809946140125833	-0.217900557118586	0.764307912366525
ENSMUSG00000026201.12	Stk16	0.135953626897755	0.693253518130971	0.121118085350659	0.874687191279948	0.0540838652031609	0.950951059681087	0.0411714076812138	0.912254743263661
ENSMUSG00000026202.13	Tuba4a	0.25685223138003	0.647951418879183	0.0640805204391928	0.942768179882331	0.0255994722676103	0.980822075901103	0.167227760122221	0.754380437019706
ENSMUSG00000026203.16	Dnajb2	0.645325942143675	0.149991869997781	0.633398226728268	0.213273597356795	0.674812793133473	0.323908654600223	0.572309269671957	0.182912516357563
ENSMUSG00000026204.15	Ptprn	0.693670615807477	0.263670347821059	0.250702986565443	0.777718829731746	0.349040833769034	0.794286947158552	0.948698816443256	0.144795169027256
ENSMUSG00000026207.16	Speg	0.867964194758352	0.0979585414998587	0.545757722478162	0.446045476800165	0.764648547130306	0.444080958099936	1.10049041499121	0.0387655454107415
ENSMUSG00000026208.9	Des	-0.191739400527302	0.793033386552441	0.118191883353276	0.952314957238145	1	1	-0.213366823402654	0.727915125292495
ENSMUSG00000026209.15	Dnpep	0.508668981228838	0.148037523698172	0.295162608921387	0.599425753342885	0.250375823139155	0.741269593464008	0.429365845206234	0.166216558966026
ENSMUSG00000026211.17	Obsl1	-0.189415780131902	0.735870983961175	-0.37874705887589	0.51864729392163	-0.33076017857915	0.754698764976766	-0.197577168671363	0.708788409141149
ENSMUSG00000026213.15	Stk11ip	-0.170797574622649	0.668878188745508	-0.254884607443503	0.590777132518542	-0.252302075465241	0.649071292967174	-0.23642994770953	0.447139424071747
ENSMUSG00000026219.14	Trip12	-0.0356359323498079	0.922972078980317	-0.0231840572309056	0.96866469865633	-0.117089681139827	0.815987470356695	-0.137641026639288	0.683984886173444
ENSMUSG00000026220.6	Slc16a14	0.458571333636452	0.517999130561006	0.882135752794113	0.309924771343453	1	1	1	1
ENSMUSG00000026223.15	Itm2c	0.642788032117521	0.162613792496374	0.531380544117606	0.338544705610202	0.560152933526646	0.469960786966009	0.613421536437593	0.117422698586636
ENSMUSG00000026229.17	Psmd1	-0.105477452678348	0.664526848188256	-0.0577605279045627	0.921963371164625	-0.0514212043046047	0.935289565064977	-0.194205501169346	0.497213410024921
ENSMUSG00000026234.12	Ncl	-0.478439464285062	0.370677538870531	-0.404827390212258	0.532632275472257	-0.497714772572357	0.404911311166309	-0.592551454378433	0.22509960234982
ENSMUSG00000026235.14	Epha4	0.621378366649128	0.198076218644651	0.627737116580348	0.237757009829335	0.876407095350206	0.023531371216671	0.799021026948795	0.0127542594257286
ENSMUSG00000026238.14	Ptma	-0.204772600038273	0.682562579646497	-0.118609080040625	0.862894281538566	-0.244439454983776	0.701189239748451	-0.318574979251346	0.471199504018629
ENSMUSG00000026239.14	Pde6d	-0.0298762749712317	0.966774370810913	-0.144842170653292	0.851218900353124	0.442550563392055	0.846573285168229	0.443587508403576	0.405009929648998
ENSMUSG00000026240.12	Cops7b	0.0897803345525006	0.842800567147405	-0.0541892309785514	0.943509157376276	-0.160647920704597	0.886409894902726	0.0778606100091118	0.887981913312238
ENSMUSG00000026245.16	Farsb	-0.223200785788987	0.210949502014488	-0.252804832142103	0.523959315450498	-0.120600579629996	0.843410862911787	-0.282213799604502	0.23246074675492
ENSMUSG00000026248.9	Mrpl44	0.202751500079672	0.472559832199168	0.219519832338689	0.754302938364201	0.105457734549498	0.898815390400696	0.0983781969758755	0.745393613208515
ENSMUSG00000026249.10	Serpine2	0.600506644026961	0.315210750790413	0.318422282315639	0.724297665032524	1.11321470548523	0.224507537474903	0.964262363652056	0.0587966143026317
ENSMUSG00000026254.17	Eif4e2	-0.138697273908546	0.596030498945281	-0.141106547455985	0.705673577403476	-0.225425733009422	0.58841787522284	-0.239795502102634	0.41338793702918
ENSMUSG00000026255.15	Efhd1	-0.217005098754005	0.863283999979258	-0.117356740534696	0.954320224438029	1	1	1	1
ENSMUSG00000026260.12	Ndufa10	0.019386021853045	0.959600811190816	-0.0753763293551617	0.862158560192256	-0.0161647633010212	0.98539382469816	-0.0379840023348542	0.919477905522159
ENSMUSG00000026269.14	Rnpepl1	0.146776837834542	0.820266370276682	0.0873838996349076	0.922849198944223	0.0277605834316289	0.985394895055781	0.0783074897019377	0.919290977237469
ENSMUSG00000026270.11	Capn10	0.281252908490916	0.499610760356901	0.187818671287844	0.770274040938845	0.177821291388668	0.838129094885769	0.242796748373128	0.553347950536605
ENSMUSG00000026271.15	Gpr35	-1.05974475221103	0.0758907954347665	-0.679473669005791	0.52843610243896	1	1	1	1
ENSMUSG00000026273.13	Mterf4	0.0670456017219086	0.883813714116391	-0.00835886720838854	0.988984223293385	-0.0729810694790936	0.918382334473041	-0.0219498799197656	0.95992488090333
ENSMUSG00000026274.11	Pask	-0.035956646000436	0.924155740515236	-0.0236667832937974	0.973641443737742	-0.0150272640011058	0.987160385101581	-0.0901447204853546	0.778801350462759
ENSMUSG00000026275.13	Ppp1r7	-0.130556481674795	0.615950628978406	-0.224043707508283	0.500883508381999	-0.37061971335882	0.323323822745972	-0.226022739500207	0.372580240118855
ENSMUSG00000026276.20	Septin2	1	1	1	1	-0.0718897486636166	0.927703273640569	-0.0410213173635676	0.947870752178083
ENSMUSG00000026277.14	Stk25	0.32071305094625	0.231933296269428	0.242455353828174	0.52862721201587	0.407788153922354	0.32813361807445	0.319494160383094	0.280169589148255
ENSMUSG00000026278.14	Bok	0.624053772622528	0.174555155207728	0.372016323559025	0.647350587868566	0.442883144028777	0.744067330452689	0.667178740322843	0.116369082775236
ENSMUSG00000026279.14	Thap4	0.135321462520778	0.679527781603465	-0.0251556173230393	0.969944263576222	0.135314125608878	0.875977501883597	0.222766312504671	0.45611233081104
ENSMUSG00000026280.17	Atg4b	0.193860386655961	0.484879714474059	-0.0857819130343546	0.884301981972854	-0.0469201414128964	0.953528497261109	0.21325589936264	0.410044726147541
ENSMUSG00000026281.15	Dtymk	-0.00708694082191145	0.989344981064107	-0.0490981183645817	0.935667433966957	-0.204817627625427	0.725454987044986	-0.113010316051381	0.745846663850929
ENSMUSG00000026283.13	Ing5	-0.0315923933458287	0.940522759345642	-0.0369422038728333	0.957903243796366	-0.0891165792562622	0.893752236181288	-0.126262601223035	0.69218985165477
ENSMUSG00000026288.14	Inpp5d	0.314683411712504	0.418400035625476	0.260143364899363	0.590777132518542	0.3418451230028	0.598777768212837	0.393581611309703	0.284946209296415
ENSMUSG00000026289.15	Atg16l1	-0.137178308526735	0.582883125485405	-0.141929267192805	0.699269366360194	-0.274680262463054	0.5166195474977	-0.273518851367789	0.254429188764252
ENSMUSG00000026304.13	Rab17	0.143402589521338	0.919601625700251	0.334911405271191	0.828837446818627	1	1	1	1
ENSMUSG00000026305.15	Lrrfip1	0.49144424299017	0.134165793185781	0.305499603112607	0.547408061920622	0.68635568665731	0.0425289450585751	0.663275774021035	0.00297016332066816
ENSMUSG00000026307.12	Scly	0.258532199129835	0.572327762570379	-0.000746155907213994	0.99930103303948	0.0728268561127049	0.958115367169955	0.371316319567841	0.424925447790163
ENSMUSG00000026309.14	Ilkap	0.0490472579746546	0.866679887287209	0.0991075698808913	0.803219696057102	-0.0420794392544764	0.957890283479062	-0.0787015631337978	0.775955068342543
ENSMUSG00000026311.16	Asb1	-0.0106633836963375	0.986319118147567	-0.119954116448667	0.806019566398413	-0.217538013474576	0.685078481320798	-0.0740441279953598	0.885607925374152
ENSMUSG00000026313.16	Hdac4	-0.152690419007515	0.769477433655851	-0.115920518945434	0.861130653539165	-0.155325835477596	0.81435389779445	-0.242780928758811	0.448454071964766
ENSMUSG00000026317.7	Cln8	0.190766917536383	0.590819837129762	0.172029545055667	0.785042697683331	0.0187771268145776	0.986210138631967	0.0880146719488262	0.803307284480538
ENSMUSG00000026319.13	Relch	0.012536864081523	0.980751277019346	-0.0142077216359621	0.981151503410299	0.142816434366654	0.790697086028812	0.0788534446778021	0.795708505053674
ENSMUSG00000026321.7	Tnfrsf11a	-0.098372619938756	0.945471458375415	0.983088176701615	0.481254174579935	1	1	1	1
ENSMUSG00000026322.9	Htr4	-2.34425984333067	0.083598261628935	1	1	1	1	1	1
ENSMUSG00000026333.14	Gin1	-0.0435868749483405	0.932559098873655	-0.0900251221861874	0.901312401995885	-0.305893304954984	0.713539271410824	-0.0913498019590712	0.847163644526354
ENSMUSG00000026335.16	Pam	0.0738150068513391	0.908876402576419	0.330422666828506	0.593159237161937	0.276573656148469	0.893269724879962	0.721595336338458	0.160623828717283
ENSMUSG00000026339.18	Ccdc93	0.405558109004676	0.130699087537617	0.46642164752499	0.123511952797474	0.525159414059128	0.0552248837190572	0.358651824081522	0.126259134887888
ENSMUSG00000026341.16	Actr3	0.230713324568497	0.220160967428268	0.246379137391038	0.390123693720101	0.436096534987528	0.12686926272465	0.16888456155458	0.448355002626627
ENSMUSG00000026342.10	Slc35f5	0.238820690118409	0.716392103661932	0.248056042085315	0.837722834516016	0.470884972858803	0.78998271380643	0.352184049882887	0.516181304383791
ENSMUSG00000026343.6	Gpr39	-0.197910784941588	0.909204780005869	0.586375934357589	0.635252432791523	1	1	1	1
ENSMUSG00000026347.13	Tmem163	-0.913478465797316	0.501163976841744	0.30035791849766	0.865985340108496	1	1	1	1
ENSMUSG00000026349.14	Ccnt2	-0.0532894810975077	0.886721750799175	-0.116779095333677	0.74826686971799	-0.146282450370943	0.730543303783067	-0.112634238746567	0.726142194978257
ENSMUSG00000026353.9	Ubxn4	0.00373358898052652	0.993218390877387	0.00674658620756799	0.98789577230887	0.048050911983981	0.945579450330811	-0.0748803776748611	0.843720074597318
ENSMUSG00000026354.8	Lct	-0.740917611023213	0.317524806980541	-0.556829772324492	0.571550505902697	1	1	1	1
ENSMUSG00000026355.11	Mcm6	-0.0162922942852486	0.963667572210347	-0.0186145515572918	0.970518828576325	0.0160435569309992	0.980822075901103	-0.103699924696625	0.725062039181311
ENSMUSG00000026356.15	Dars	0.100787703470292	0.761019726184989	0.093016690123495	0.810921282511452	0.0224121104795772	0.977139949121342	0.00756963299684427	0.986388151676371
ENSMUSG00000026361.9	Cdc73	-0.401362738937285	0.161054605543322	-0.214851619892621	0.605440155856282	-0.257444975355668	0.600521462084347	-0.595425997748402	0.0752503028628327
ENSMUSG00000026374.14	Tsn	0.0960501176735712	0.756320061051494	0.0564486016418313	0.914393822675696	-0.0141855943111834	0.985488949601245	0.00429178511221617	0.991629058701213
ENSMUSG00000026377.12	Nifk	0.10094805304394	0.729112552584494	0.0605603404598854	0.918401113893537	0.0630648573499387	0.923964737160578	0.0268057477681706	0.94146471086127
ENSMUSG00000026380.10	Tfcp2l1	-0.391206827821864	0.380300169396818	-0.371627249682386	0.468958979749484	-0.434896192565183	0.391143232787114	-0.489586459806639	0.284158408688854
ENSMUSG00000026383.14	Epb41l5	0.00370675821114899	0.995097458015505	-0.0188358294421216	0.979166217939457	-0.00777157272304368	0.994887109016341	0.0648892103115226	0.872302402410448
ENSMUSG00000026384.13	Ptpn4	-0.222646138112496	0.517556013145897	-0.248953181996182	0.589553608161602	-0.170977376300817	0.743301925623795	-0.144839088457357	0.586925777051788
ENSMUSG00000026385.16	Dbi	0.0559517789329845	0.854490674548669	0.177420561512465	0.735566102666994	0.108309883748828	0.902608732066913	-0.057279879215247	0.854506066921202
ENSMUSG00000026388.15	3110009E18Rik	-0.155314489515498	0.778203481275886	-0.13345622782757	0.84512803336144	0.309653135911737	0.877551300231153	0.273621828006852	0.789511952369892
ENSMUSG00000026389.16	Steap3	-0.0114368823824442	0.988643072451759	-0.00278399704387732	0.99741114786342	0.121936870277784	0.953528497261109	0.174093986366446	0.786345180028305
ENSMUSG00000026393.10	Nek7	0.101457224809409	0.837869592626202	0.0864154195763924	0.904591543363501	0.513880508658201	0.290199957026278	0.28866817178856	0.280169589148255
ENSMUSG00000026398.14	Nr5a2	-0.555520021895982	0.148379105124618	-0.565243985473668	0.228454113998486	-0.503953834397207	0.202364213559603	-0.568414972946031	0.0891342233654587
ENSMUSG00000026399.12	Cd55	0.786927717579392	0.0221816520040687	0.714550272309378	0.163068782064332	0.685157772293036	0.263087398177209	0.760174339024978	0.0194630359193015
ENSMUSG00000026404.12	Ddx59	0.529269400647794	0.11776694297913	0.578597948318505	0.197197330779884	0.733683414410865	0.20782633658754	0.550462538419714	0.0728401723113953
ENSMUSG00000026409.14	Pfkfb2	1	1	1	1	0.254000219880825	0.808609731799416	0.235118203095183	0.664631450953557
ENSMUSG00000026411.17	Tmem9	0.471382993062684	0.28373230640256	0.226177272946645	0.755037484099598	0.15539551758926	0.931551258022661	0.527516319443803	0.199392584826158
ENSMUSG00000026421.14	Csrp1	1.16933947586559	0.000198891381097889	1.29640610811999	1.09270929193432e-07	2.01622430130667	8.08403834080496e-18	1.18589470534226	0.000127778345711022
ENSMUSG00000026425.15	Srgap2	0.0617472920441215	0.928452534601005	0.047773656529019	0.96009339193603	0.00748320910744897	0.994887109016341	0.0310228839243115	0.955825799636233
ENSMUSG00000026426.10	Arl8a	0.065797811724852	0.899735928190948	0.0534601777422651	0.93907340681224	0.106744567262677	0.918382334473041	0.04251756561364	0.947902769050075
ENSMUSG00000026427.16	Eif2d	-0.0834364197220783	0.74140836598143	-0.365711818379297	0.0844818040413735	-0.331599027542686	0.304351896105793	-0.0736285480843337	0.794250755396968
ENSMUSG00000026429.9	Ube2t	-0.0194276281176304	0.966044807089686	-0.0892110263841694	0.883941394883104	-0.0826990640136358	0.925978821241342	-0.0653778315203256	0.890139802468591
ENSMUSG00000026430.16	Rassf5	-0.0995732998207295	0.926265562990161	0.509874442903235	0.731450349158105	1	1	1	1
ENSMUSG00000026433.13	Rab29	-0.597988941976909	0.322521912649774	-0.677123844314362	0.424899775092658	-0.278216208995641	0.873897825170312	-0.336033567201976	0.606338807526493
ENSMUSG00000026434.12	Nucks1	-0.172319299086378	0.633752524590779	-0.104854355840172	0.815794071289819	-0.172331943201968	0.751541744398009	-0.275750433092458	0.484779372043023
ENSMUSG00000026435.15	Slc45a3	1	1	1	1	0.115705677444526	0.963338885621499	0.304773442533713	0.781132134257834
ENSMUSG00000026436.15	Elk4	-0.264115055976518	0.424698377566688	-0.214805378332893	0.549127841152792	-0.354030733932777	0.279758355153134	-0.347519809040575	0.253283222286266
ENSMUSG00000026437.11	Cdk18	-0.246702174426497	0.750941122120433	-0.219549511641849	0.855802216209272	-0.175256252991961	0.901649307706854	-0.292612560712681	0.669482923705041
ENSMUSG00000026439.14	Rbbp5	-0.205258879632257	0.405888291975936	-0.150827535009022	0.72429910561164	-0.148690874548913	0.757154129222546	-0.301138810262634	0.254429188764252
ENSMUSG00000026442.14	Nfasc	-0.559618015712229	0.197324649787345	-0.507382000565673	0.317750966813986	-0.616473235167931	0.428730681254578	-0.576630884235491	0.143950850555273
ENSMUSG00000026443.3	Lrrn2	-0.883648153246895	0.123146882030038	-0.85774809294608	0.105255952530693	-0.71412890596267	0.792723074461716	-0.932940583377472	0.344692811843181
ENSMUSG00000026447.17	Pik3c2b	-0.336058172081571	0.685764589601043	-0.325839899328368	0.747427502114533	-0.219375307055451	0.872105528879473	-0.389535565253457	0.619657665244891
ENSMUSG00000026452.15	Syt2	-0.783943534491675	0.431641531602038	-0.920351504298864	0.329153496480103	-0.943448319340161	0.557477224264063	-0.469278086795027	0.691578092581525
ENSMUSG00000026455.14	Klhl12	-0.00699569895350394	0.985395108785768	-0.10639381515162	0.817317674201168	-0.160706072112796	0.782228859407436	-0.0511450022937143	0.869654772386708
ENSMUSG00000026456.18	Cyb5r1	-0.220958124773281	0.303812344989202	-0.283615506656784	0.372472167501833	-0.356966397827087	0.173164732692094	-0.319367982686226	0.0775181692679138
ENSMUSG00000026457.14	Adipor1	0.339287153159811	0.322025632701435	0.175190963153679	0.718139407889507	0.192058825976375	0.762120306500261	0.281263599384014	0.376374284977471
ENSMUSG00000026458.13	Ppfia4	0.0314549251374659	0.946760933199186	-0.00227387177787997	0.996614028034495	-0.322027279173337	0.573002372381824	-0.101810853052663	0.813008574553233
ENSMUSG00000026463.17	Atp2b4	0.66078050701319	0.0819772009779795	0.753499018939613	0.0563295683185492	0.824847026440747	0.0788163125014927	0.595551264766863	0.112964496888591
ENSMUSG00000026466.16	Tor1aip1	0.0467885984973323	0.917639698918347	-0.0320041236476128	0.962479651388713	-0.214655755286023	0.770125027208879	-0.0415132204497989	0.933346702750102
ENSMUSG00000026469.14	Xpr1	-0.112530173131364	0.820974843487034	-0.0146637124367377	0.982485211083437	0.0554520416334855	0.9514595843004	-0.0534909495285998	0.923716867112637
ENSMUSG00000026470.14	Stx6	0.304706774175317	0.467832741230576	0.178497612427499	0.773282052515901	0.100882732411089	0.923964737160578	0.368032767857788	0.313784598942075
ENSMUSG00000026473.16	Glul	-0.715678225921424	0.00699893797625458	-0.538525977858477	0.106690422759822	-0.634955175844513	0.0330676409338499	-0.827409477938119	0.00165945755085464
ENSMUSG00000026475.7	Rgs16	0.786138951820886	0.317158528712245	0.829557576540016	0.443163604263802	0.893835134730553	0.455369230790893	0.798981920875207	0.269807420343222
